Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Outstanding_Debt,Interest_Rate,Monthly_EMI,Missed_Payments
4319,9897,Business,1944454,339629,12.56,24139,10
4320,6222,Home,1772309,1908721,47.69,93935,4
4321,4576,Home,668780,1356212,40.5,92305,11
4322,3879,Education,3832054,2134099,23.51,99412,1
4323,6302,Education,3447812,1727089,8.32,99797,8
4324,4682,Personal,518914,2661933,44.56,22563,8
4325,7974,Home,812262,2875130,7.72,9350,3
4326,4933,Car,1104519,2313344,34.18,8688,4
4327,7163,Personal,2447316,3810299,31.27,6936,11
4328,44,Car,4826388,1387748,44.07,50965,1
4329,4600,Home,1692737,2383938,15.9,86104,4
4330,5356,Car,2602645,3493692,12.39,15191,1
4331,9251,Car,4141803,2671554,21.22,86598,10
4332,1946,Home,3917339,1994307,44.11,3816,6
4333,1912,Home,2092016,838404,6.81,70952,2
4334,6729,Business,3678429,222247,47.36,30276,2
4335,1717,Car,575859,2565902,33.08,66392,10
4336,7664,Personal,219437,2357300,3.75,82200,2
4337,9223,Education,3207643,1188759,30.24,84627,6
4338,4877,Business,1895173,183537,26.52,12702,9
4339,7764,Education,2963933,2984442,31.47,16281,4
4340,9971,Personal,4308384,2719651,24.72,92126,3
4341,3773,Personal,4373871,1707783,39.88,35296,4
4342,5854,Home,4280395,44959,41.91,61429,6
4343,9715,Car,507466,2765357,27.92,4404,2
4344,1577,Home,569227,2057806,4.67,21602,2
4345,8411,Car,4946678,928497,25.08,21132,6
4346,7390,Business,2731807,3954121,4.75,84580,0
4347,681,Home,1157729,1467392,1.13,33925,1
4348,7320,Home,2389211,2164779,21.54,33230,7
4349,2334,Personal,1810149,2360742,48.49,29701,5
4350,385,Car,1884479,1814304,8.53,20662,8
4351,2328,Personal,564342,3738810,40.19,37968,4
4352,2998,Home,3953314,799847,0.5,34215,6
4353,7816,Car,4402308,1067686,4.59,6113,9
4354,8401,Car,1252870,1816857,41.92,67488,7
4355,95,Business,593250,858723,19.03,75119,7
4356,7876,Personal,430474,1826526,48.43,16300,7
4357,866,Business,2499729,1887548,3.09,77457,0
4358,116,Personal,1089509,1604553,16.75,87055,0
4359,3155,Personal,4991306,476877,29.15,37048,8
4360,9550,Car,1109766,1156995,34.3,60946,4
4361,7001,Car,1394771,2072503,25.32,85974,7
4362,1409,Education,1895843,3254889,42.15,52837,0
4363,3839,Home,81359,844591,33.15,98933,10
4364,2939,Business,2781327,2415194,46.87,98354,8
4365,9110,Education,655606,332355,39.05,8467,3
4366,5870,Business,1664104,2927453,48.29,73146,9
4367,8116,Business,2618480,2425914,36.85,59450,6
4368,611,Home,4810608,1489163,11.98,20964,1
4369,3316,Business,1908251,1613242,25.92,83580,5
4370,1761,Business,1288826,3939128,17.35,10617,8
4371,5562,Car,433844,3991059,23.2,29822,11
4372,8739,Car,931771,1468554,24.28,53524,9
4373,7884,Car,103563,158069,47.55,15088,11
4374,9287,Home,1640296,2851083,37.03,63243,2
4375,2692,Car,2944821,3418620,38.16,41811,7
4376,9292,Education,4232918,2981980,45.17,82452,4
4377,8007,Education,2135279,2667886,0.44,70972,11
4378,3246,Education,412567,2081094,36.97,64530,8
4379,8015,Home,916608,3978526,37.22,21451,6
4380,9030,Personal,2424429,2306682,24.39,26246,8
4381,5585,Personal,2384419,3711974,15.19,21525,0
4382,9095,Education,2099116,1911236,2.55,42522,3
4383,4964,Personal,3720849,3907350,48.43,21416,1
4384,7495,Business,4078333,156295,24.65,25047,4
4385,678,Home,603394,2618,5.84,44331,11
4386,2084,Education,4574144,9500,33.4,65987,1
4387,3512,Education,3627275,827209,39.07,97680,10
4388,6113,Education,940281,3826463,46.02,66948,2
4389,1047,Business,167765,1421849,24.34,35907,11
4390,8412,Car,443110,1763011,40.46,82921,4
4391,3617,Education,4682147,193773,42.79,96815,4
4392,6678,Personal,2136618,2801962,10.67,42942,9
4393,2237,Car,1226879,495085,21.0,22631,3
4394,5572,Business,334728,1941811,30.2,11322,5
4395,4795,Education,2848915,1726177,26.9,75262,8
4396,4304,Car,4614570,2349889,49.74,35815,8
4397,5362,Education,72331,1515114,18.64,54270,7
4398,7229,Education,2055140,2343709,43.36,53102,5
4399,8845,Business,3001330,3424297,9.73,29961,7
4400,7887,Personal,1225356,1969515,45.41,83072,11
4401,2273,Business,722630,3442555,0.67,92425,0
4402,6622,Business,391730,1677711,36.5,29314,10
4403,3000,Personal,3123171,1851371,23.34,70622,11
4404,727,Car,3084904,606798,0.41,98924,4
4405,7018,Business,250935,611831,44.72,39705,8
4406,818,Education,2516457,182344,33.26,25280,7
4407,2217,Business,4376698,1128046,36.31,23953,5
4408,5497,Personal,2817507,3241993,30.6,72477,10
4409,3269,Car,568379,3174315,45.86,94916,9
4410,4797,Personal,4415639,1307266,40.85,7288,11
4411,748,Education,1614018,2387871,14.8,14623,11
4412,8375,Car,4369787,1953792,17.02,60581,7
4413,7952,Business,1905222,975278,6.36,26349,11
4414,4595,Car,104609,3348217,2.39,17862,11
4415,1179,Business,4004737,2340113,38.99,41271,10
4416,5751,Business,4763479,375271,16.5,47575,3
4417,6625,Home,4993806,1774446,27.03,61491,8
4418,1623,Business,1116886,1557068,35.27,34782,1
4419,8717,Business,113239,1349282,35.83,50073,11
4420,6778,Business,3537012,3585180,43.3,29965,7
4421,480,Home,2619333,480779,40.61,67329,10
4422,5687,Car,508805,3676417,34.61,86209,7
4423,3560,Home,1581560,3931471,10.23,99503,1
4424,9295,Personal,1932707,1478291,41.7,60447,5
4425,2362,Business,4193973,3632500,5.48,44830,8
4426,1186,Home,3915006,2235201,11.6,6710,1
4427,2692,Home,832895,2810989,16.7,69563,11
4428,7158,Car,4884057,2774079,28.26,48848,4
4429,7497,Car,3808795,2953458,47.2,94546,2
4430,2740,Car,2858602,145013,28.71,91872,0
4431,9992,Education,3355228,308816,32.69,36812,6
4432,2516,Car,4126411,506411,29.36,90502,4
4433,784,Business,4277081,2855359,4.25,41037,3
4434,148,Home,1093660,2329627,15.06,20827,9
4435,9032,Personal,1963107,3649073,46.27,77632,3
4436,285,Personal,3423455,1976038,11.85,4658,10
4437,3859,Personal,2317481,1298865,20.67,46801,9
4438,4645,Business,3981332,2758836,29.1,57586,5
4439,6723,Home,1211146,3048523,37.71,93850,4
4440,8319,Education,149293,779811,28.25,99977,3
4441,1599,Education,2608613,2345451,22.21,2402,6
4442,2057,Car,170102,2293616,34.94,70682,7
4443,8712,Education,2182012,3568875,30.51,27589,1
4444,6355,Home,1632843,3466612,25.46,33387,11
4445,456,Car,877363,3184947,29.46,9307,5
4446,5167,Business,705377,2997863,20.34,78228,9
4447,7197,Personal,3667942,621516,25.62,54134,3
4448,5516,Personal,4548571,3087921,22.45,69318,3
4449,3121,Car,4019098,109118,49.9,64873,1
4450,3696,Car,1721936,1161844,2.78,58534,6
4451,5441,Car,2250768,3559915,32.92,26779,5
4452,9319,Home,3227242,2442446,12.12,10001,11
4453,5128,Car,4057366,3935086,18.64,34966,5
4454,1659,Home,2251838,2326409,9.48,11099,2
4455,5907,Car,4679820,3368573,37.6,89498,7
4456,5870,Home,2011746,1151768,14.36,89063,8
4457,2972,Home,4221139,2767576,32.71,63424,7
4458,818,Education,4064888,2946362,28.42,60571,4
4459,5986,Education,298580,3484354,21.43,86927,7
4460,3658,Car,1357558,1532601,17.04,94204,5
4461,10,Car,2386168,1261731,34.98,80561,8
4462,4053,Home,831820,2572057,26.87,41621,7
4463,4674,Home,2796563,2205632,2.35,48463,8
4464,9855,Education,4366177,1891265,36.96,82246,9
4465,9968,Business,1108020,1126571,37.84,43859,0
4466,7939,Personal,305156,3442411,20.93,84023,10
4467,9882,Personal,3466464,3336815,0.98,46089,8
4468,9256,Business,645152,82504,9.55,87929,11
4469,7769,Business,2913982,370798,28.7,42850,6
4470,9573,Personal,3273097,1128062,37.81,36132,4
4471,2659,Education,768234,1960158,4.26,96945,0
4472,3758,Personal,1340102,579285,33.64,54184,2
4473,5915,Business,2727658,730204,25.06,78924,3
4474,2022,Personal,4385268,1664400,11.73,96678,2
4475,8263,Personal,615807,1382046,24.3,46502,2
4476,8870,Business,3886849,2988947,3.18,18378,8
4477,5780,Education,3830733,1877685,32.96,53729,9
4478,9074,Personal,4016973,3324891,6.29,83794,0
4479,8669,Car,1378855,1857949,1.15,24823,6
4480,4021,Car,1989860,1713443,1.33,37361,3
4481,8341,Personal,1454344,2158943,35.56,56981,9
4482,2282,Business,641313,1930807,12.2,79356,11
4483,9653,Car,1549754,2891111,26.51,44817,4
4484,5551,Personal,4704574,1225018,2.29,20894,3
4485,2288,Business,2548732,3091558,2.23,55088,3
4486,2795,Car,3693665,2033545,42.41,38650,11
4487,7873,Education,4358589,3006732,35.37,94029,3
4488,8036,Business,4846937,3470087,5.52,56785,0
4489,1872,Car,655949,24577,27.4,21975,11
4490,4165,Home,3076911,1019920,7.64,89171,1
4491,5783,Home,4078424,3290077,38.95,13968,5
4492,9987,Business,4871459,618565,33.41,11471,0
4493,3346,Car,2656390,3746448,47.32,38477,10
4494,3187,Education,4607199,3527055,28.22,8720,0
4495,2307,Business,1556907,1247888,19.62,99919,1
4496,7304,Business,4723939,2718615,34.79,23998,0
4497,3091,Education,4518861,668077,29.73,38380,6
4498,7942,Personal,1467014,2488317,20.46,44027,6
4499,2608,Personal,1865386,964252,21.0,55976,4
4500,3294,Education,260713,-4599,7.48,76897,5
4501,2232,Education,4680361,1995658,23.87,82331,2
4502,2374,Car,1690409,1701113,7.72,6746,3
4503,6461,Education,4651957,746580,8.63,39820,6
4504,7344,Home,4566870,2475105,7.79,37462,0
4505,5290,Home,1042451,2117430,24.03,43402,7
4506,3061,Personal,2782710,2415552,24.39,49028,9
4507,1576,Home,1740525,2195738,3.18,67828,7
4508,1771,Home,4923096,2008755,32.51,12218,2
4509,8469,Car,829350,232144,8.15,61836,0
4510,5419,Personal,560684,2830829,23.13,69490,10
4511,2510,Car,2037764,3577983,30.42,76228,0
4512,6458,Business,3785422,2275079,2.74,32880,9
4513,6092,Home,4804090,465758,27.81,89240,4
4514,7695,Home,589232,3330308,45.85,53088,8
4515,2749,Car,2626743,3618636,6.77,46859,11
4516,4726,Business,2489163,757281,45.88,39102,11
4517,8291,Home,1219228,271422,40.86,13714,9
4518,4259,Education,1577510,3674285,26.82,56247,5
4519,6826,Car,1470654,1054703,6.26,77920,10
4520,42,Personal,2896000,1240395,36.17,66514,5
4521,4148,Business,4182249,2678179,32.37,53154,7
4522,5733,Home,3499889,3949697,33.31,2173,1
4523,1564,Home,2553386,2758775,6.47,14961,4
4524,8425,Personal,4219765,2728805,24.48,11058,11
4525,2050,Home,2070470,3695480,32.68,36293,0
4526,2434,Education,4554200,407978,23.29,72923,6
4527,1518,Education,3217805,3255261,29.51,50027,7
4528,4177,Business,4432065,3461787,28.22,86390,10
4529,7656,Education,2268684,1304913,21.34,37521,5
4530,461,Business,2816672,2671410,7.55,34934,11
4531,8102,Business,3118408,2515457,40.63,82496,10
4532,185,Car,4025800,3061058,32.08,6005,0
4533,411,Home,4493622,3281122,32.06,63656,7
4534,3829,Home,2291813,2037432,2.67,14890,8
4535,8818,Education,3624669,1059196,37.71,3335,0
4536,7989,Home,2747931,2708759,10.82,98122,2
4537,7079,Business,3877596,2309428,34.23,25329,2
4538,2469,Business,1876080,1295134,34.12,91343,4
4539,2273,Personal,768870,1839958,4.54,84331,0
4540,1977,Home,4825471,1503315,26.63,96698,5
4541,7122,Home,3875178,1957895,35.54,99769,6
4542,1053,Education,976670,2442644,38.96,8205,11
4543,7646,Education,1483831,3617307,20.63,51709,8
4544,9638,Car,4887819,2312989,1.25,29720,9
4545,7761,Education,4680913,2100507,35.1,63383,6
4546,6265,Business,4506234,3714362,15.65,97733,10
4547,3504,Business,583214,3171883,11.9,74499,6
4548,9721,Home,2277856,1147737,39.83,68406,7
4549,8313,Personal,4920356,353373,18.87,75601,8
4550,781,Home,2879348,1110329,24.58,97223,10
4551,3257,Personal,4046917,1994354,19.24,42528,4
4552,8965,Education,576341,3708160,45.39,8885,6
4553,5591,Car,3643231,2572898,21.23,17651,7
4554,267,Car,2931183,898466,18.6,22429,7
4555,6691,Car,76821,3586548,10.71,45158,11
4556,6610,Education,4943909,1098964,22.16,54992,4
4557,1023,Personal,3564874,3920146,24.82,28944,1
4558,9525,Home,3759642,2683991,33.18,54034,2
4559,7674,Car,4843702,601409,36.49,44983,9
4560,3523,Home,2407191,3173834,11.78,66860,2
4561,6431,Car,3719713,38729,47.19,49519,10
4562,6543,Personal,193738,1866920,31.59,74054,7
4563,2275,Education,1216294,1233934,5.12,17598,5
4564,3815,Personal,353423,219452,38.23,52350,1
4565,8454,Personal,2033942,3418795,35.05,29310,9
4566,5341,Business,1015861,128959,34.63,99837,4
4567,5754,Car,3825341,1241121,39.13,93764,8
4568,2694,Personal,2017803,2547333,31.98,22128,6
4569,9038,Business,625054,167871,0.84,21706,7
4570,4085,Home,4143095,1128503,32.96,63950,10
4571,9076,Personal,3000013,379791,40.04,8057,7
4572,403,Education,2738575,2260609,27.38,30453,6
4573,411,Business,4533946,3431568,9.17,22641,1
4574,1970,Education,4070330,3665967,33.63,78976,4
4575,2981,Business,4152334,3397532,2.35,50539,11
4576,9715,Car,3280004,842332,22.99,36183,4
4577,8106,Home,2278728,764821,23.93,51072,3
4578,1640,Education,3152062,749965,49.11,10904,0
4579,1986,Personal,3435514,1970926,9.04,80724,4
4580,6573,Home,2175362,1020079,26.98,88580,11
4581,270,Home,4094174,1628772,34.69,49394,3
4582,9272,Personal,1507314,2177049,0.73,34750,6
4583,5258,Education,4631572,1588476,45.17,57820,9
4584,6310,Education,2024930,3308988,34.88,56936,11
4585,1180,Car,2565053,1229235,31.24,66510,0
4586,8429,Business,3600430,1841239,32.11,2618,0
4587,6399,Home,2011465,832233,5.76,72134,11
4588,9087,Home,4899883,3245977,47.9,26074,4
4589,4783,Car,3196601,707573,22.08,29986,2
4590,8645,Business,4303886,1705949,28.61,47578,10
4591,7443,Business,1596987,2199636,12.69,77037,3
4592,8418,Business,2378191,10942,5.57,30736,0
4593,7913,Personal,4662195,3778314,39.39,5906,8
4594,935,Car,650765,1423055,29.36,77370,3
4595,383,Personal,3165613,1092388,19.5,26728,1
4596,6553,Business,2587630,185065,7.92,58728,0
4597,2867,Personal,962992,3922318,20.34,34050,7
4598,8385,Home,762431,1897287,0.15,75973,5
4599,626,Personal,3965016,520369,48.71,71649,6
4600,7590,Personal,4963893,1757367,31.65,25595,11
4601,8130,Education,147638,1161699,14.41,70897,8
4602,3177,Car,4462382,3933110,43.2,68189,5
4603,5482,Business,4294693,1662048,4.7,72699,2
4604,7902,Car,2551300,1992292,11.09,39086,6
4605,9380,Home,4209898,3195952,16.11,81233,5
4606,1716,Business,3176471,533845,45.15,61957,11
4607,1806,Home,3314293,453879,12.72,35567,5
4608,1809,Personal,137978,872612,20.92,5364,1
4609,2588,Education,4023420,436275,30.84,8177,11
4610,1926,Business,974149,398605,38.67,10669,1
4611,7307,Home,4986173,2880104,33.17,52848,9
4612,6984,Personal,1099641,2359490,34.12,53351,8
4613,3508,Business,4055164,2008748,37.13,58224,6
4614,5911,Business,4301426,460564,29.36,42217,9
4615,1493,Car,2266119,2109251,25.39,99020,7
4616,2769,Business,4263254,2829596,41.5,94968,6
4617,459,Home,1624593,916315,35.67,26931,8
4618,2053,Education,673878,3657508,23.89,39928,11
4619,2128,Business,288084,1927164,42.43,74709,2
4620,6220,Home,1001290,368911,8.8,79200,5
4621,921,Personal,2057615,2297957,44.17,58151,4
4622,3276,Personal,616322,538285,8.48,60820,1
4623,1603,Business,3895107,3600226,12.37,88015,2
4624,5969,Education,4383230,1095921,13.23,85287,2
4625,3142,Business,4052087,1815612,3.2,26565,0
4626,7381,Car,3899287,3755895,14.93,57641,8
4627,7352,Business,3281446,1523663,13.84,83243,7
4628,6072,Car,590405,3694111,29.48,46179,4
4629,1916,Car,4785451,3501053,29.91,75564,11
4630,4208,Car,3157864,2043844,27.44,55089,0
4631,1731,Car,1328456,899600,31.49,73928,3
4632,3993,Car,1110000,1704211,2.01,80130,11
4633,4763,Personal,1843566,911300,34.94,16235,5
4634,1111,Business,3645449,2702773,47.44,83079,5
4635,1289,Business,2359533,3526068,31.6,2217,10
4636,1981,Car,3390856,2299295,13.9,15422,7
4637,6692,Car,3548264,2988557,15.47,84591,1
4638,5927,Car,336909,523915,38.3,18532,6
4639,8461,Business,4885584,194388,5.57,40972,10
4640,8135,Car,2028702,3112600,18.63,19611,4
4641,4586,Car,3755165,1246267,9.52,7538,9
4642,2539,Education,1621110,2966825,10.01,15428,5
4643,1613,Business,1654105,3117336,0.18,75016,10
4644,8309,Education,2495816,652026,44.38,89442,5
4645,8404,Home,4617946,3245557,15.86,18657,7
4646,4425,Education,4507396,2996611,19.35,52487,9
4647,6681,Education,210511,2610828,1.28,80609,11
4648,5861,Home,3274335,3738168,4.75,81295,3
4649,8777,Education,4621137,2290671,11.12,49531,9
4650,3369,Education,1054255,3622359,8.57,11020,4
4651,2668,Car,1657972,1618847,41.97,90622,5
4652,3923,Home,3576803,1632822,47.58,92800,7
4653,7052,Car,4924641,3585604,46.77,45983,10
4654,56,Personal,3649983,3750337,10.68,82747,11
4655,3890,Business,3829237,2922093,6.33,70729,3
4656,44,Education,3284800,3059454,33.0,41098,0
4657,7534,Personal,3594627,3114737,13.96,29959,10
4658,1542,Home,4923361,2407760,2.82,3618,11
4659,6559,Personal,103113,1959265,28.12,9856,7
4660,4975,Home,2362038,1663674,13.32,22979,3
4661,8691,Home,3433325,2123758,15.94,93528,4
4662,5680,Home,3147770,1749540,29.74,12167,3
4663,7514,Education,3755373,2173350,34.86,40732,9
4664,6,Home,4155936,232629,5.5,35994,7
4665,4322,Education,2773563,2832508,2.53,49588,11
4666,8936,Personal,2323887,3025307,41.24,13549,5
4667,6515,Personal,2191431,983977,13.4,33206,1
4668,4245,Education,2948163,3147648,26.28,90365,4
4669,1258,Personal,2335115,1374104,39.25,64344,5
4670,4955,Car,694814,-5880,2.75,27878,6
4671,5758,Personal,376779,210484,38.67,77351,0
4672,6099,Car,213141,3271549,27.92,22063,3
4673,91,Personal,883063,841316,5.28,34880,2
4674,9945,Personal,4735185,3192412,33.81,22965,1
4675,2082,Home,2405422,1395212,3.65,55251,4
4676,6323,Car,1111804,3821987,15.56,67579,11
4677,4245,Education,474069,785933,26.8,18552,5
4678,6603,Home,700305,2117883,33.71,72957,11
4679,7020,Car,3278733,2128842,13.12,93418,3
4680,5941,Home,1955609,2640334,9.02,56989,8
4681,6106,Business,1186089,3709790,37.01,32545,3
4682,3879,Home,980611,1182412,20.43,60362,2
4683,6373,Education,3516980,267978,10.17,76108,10
4684,6193,Business,4427766,1531756,29.72,68664,0
4685,9920,Education,2181819,1649332,19.71,40105,7
4686,107,Education,1642197,1723384,30.99,28654,0
4687,4292,Car,1638436,226569,39.11,95043,9
4688,2967,Personal,1121575,3357797,1.01,24312,11
4689,4361,Home,4864990,3350282,17.78,50175,3
4690,360,Education,3805755,1226494,17.55,34745,7
4691,7832,Business,4024137,1869502,44.98,36578,5
4692,9336,Car,932081,978641,49.85,7574,9
4693,2450,Home,2428955,1952765,32.64,39007,8
4694,796,Home,4969279,2953201,20.39,13671,6
4695,7723,Car,758637,3476509,22.01,71829,8
4696,4637,Home,3154268,572469,33.18,76575,10
4697,1024,Personal,3636587,1399390,29.71,49864,5
4698,7775,Personal,1598741,3709666,42.97,15411,2
4699,7050,Home,1556921,1060203,35.69,49270,0
4700,7014,Home,3351313,1763903,6.7,24926,10
4701,3960,Car,337949,123192,41.94,54455,10
4702,1519,Business,79050,2946402,14.55,9409,6
4703,5524,Education,4843057,664639,38.09,94931,0
4704,2350,Education,3259094,1307291,2.77,78621,7
4705,4677,Business,3154591,218053,15.66,78159,6
4706,9888,Home,1685090,449282,36.19,80971,9
4707,4822,Education,4015081,2341735,48.84,40293,2
4708,2942,Personal,4836095,3531063,20.09,71185,0
4709,1587,Car,274312,2508059,12.16,93379,5
4710,335,Business,4958651,3384860,43.56,82241,10
4711,6398,Education,803710,2284653,42.07,29311,9
4712,4828,Business,811959,465860,27.22,71814,6
4713,8337,Home,1377269,3285810,13.33,45758,3
4714,9890,Education,3042060,2187198,15.43,72995,1
4715,3004,Business,1239048,3800881,24.44,17449,6
4716,5947,Education,2694715,3862277,49.11,8726,1
4717,2748,Education,1060744,1116544,5.55,68101,10
4718,1752,Education,4148518,1009065,18.2,98082,3
4719,8124,Business,2064806,2763839,43.05,9191,10
4720,4361,Car,91068,108446,48.09,2399,0
4721,7732,Car,2320343,3714651,2.53,78864,2
4722,6483,Business,3333865,692844,29.47,71091,0
4723,2212,Personal,2519448,892797,30.22,41899,4
4724,6667,Home,2084150,2914912,25.23,75228,6
4725,1056,Business,3340323,818456,2.16,63685,7
4726,7293,Personal,2218269,294580,15.88,34261,10
4727,2907,Business,2398248,2937581,22.01,38602,1
4728,8256,Home,1499085,3683878,24.39,26413,2
4729,8288,Business,4446895,2556292,48.28,99459,11
4730,4950,Education,2305988,3168447,15.24,49716,9
4731,6907,Business,4730236,3512334,2.96,76785,2
4732,6065,Personal,868413,1027599,6.0,6379,9
4733,736,Business,3968318,2107071,17.63,96920,5
4734,1403,Car,1663820,1080167,38.92,27566,8
4735,4219,Business,119142,1619192,30.36,25353,0
4736,7523,Personal,4812126,113428,39.1,57011,11
4737,8054,Business,1233179,2492920,45.92,77027,7
4738,6261,Car,4734667,2277380,6.04,39287,2
4739,5410,Business,3617203,2333735,26.37,94127,9
4740,4865,Home,3297034,2137079,31.23,73357,0
4741,554,Car,327879,1310215,20.84,38462,3
4742,7996,Home,621103,3406143,22.64,29760,3
4743,4067,Car,3378104,1528142,4.22,19119,7
4744,5469,Personal,1337833,558723,2.93,72532,9
4745,146,Business,617599,3471860,2.15,49397,5
4746,6790,Business,2549743,689313,32.78,59865,8
4747,4315,Home,4829413,225884,5.04,56628,3
4748,5287,Car,2841317,3081329,18.42,74302,9
4749,6455,Personal,3566503,920242,45.85,44689,2
4750,9077,Car,428663,1979177,8.39,49046,4
4751,6803,Education,4387719,1654351,23.64,54810,9
4752,8579,Home,2024796,2118088,36.47,68053,11
4753,7029,Car,3851540,2799698,12.38,29759,11
4754,1638,Home,3144353,1440653,1.09,99296,2
4755,9349,Education,408904,779518,38.89,13289,8
4756,2282,Car,2309403,3195596,36.44,35926,7
4757,53,Car,4614463,1684081,49.0,52479,2
4758,6349,Home,314733,3913397,30.32,38544,0
4759,6028,Education,3909136,234572,15.46,51230,4
4760,7749,Personal,2125575,2068691,6.49,85550,5
4761,2956,Business,155102,702447,4.95,93717,4
4762,7235,Home,459581,1340777,31.89,36066,6
4763,2358,Home,4890959,333317,17.47,31951,11
4764,2283,Business,4783775,1064885,41.6,79573,10
4765,5139,Car,1879611,611660,6.23,91250,6
4766,4949,Home,1562438,3969069,48.2,49852,1
4767,579,Personal,3484228,149824,2.99,74888,7
4768,2951,Education,4522260,3057103,39.09,34528,1
4769,5371,Car,3167621,2736449,38.9,55949,9
4770,5075,Home,4491792,1261960,30.66,34777,9
4771,3844,Personal,2974996,1482497,49.63,14387,3
4772,9595,Business,3145435,625625,0.23,94012,6
4773,7818,Car,1633087,86941,23.26,66073,5
4774,1546,Personal,1855349,314810,5.29,25795,9
4775,5825,Home,2174772,3695284,25.74,31315,11
4776,5699,Business,886115,1387566,9.78,30923,1
4777,5132,Home,1876375,2330021,22.32,46487,3
4778,2963,Education,2200151,3482732,1.9,6375,2
4779,9162,Home,3035798,1052426,22.66,47887,11
4780,9096,Business,3541293,56859,33.34,42174,5
4781,3764,Education,3599227,3771309,43.95,72753,5
4782,8935,Education,1956226,3606237,46.37,50971,7
4783,8758,Car,249122,1655477,17.67,83529,7
4784,1704,Home,3742238,513338,40.39,58105,11
4785,4253,Car,1820560,613847,43.96,11195,4
4786,6216,Business,524456,1067276,48.48,60010,3
4787,5391,Car,2845510,1129935,21.98,16501,2
4788,2074,Car,4452644,3430125,40.98,44035,8
4789,4708,Business,753551,2599667,13.02,22688,4
4790,1193,Education,831078,1633844,38.37,79169,3
4791,3320,Home,2288236,3492907,39.98,51167,10
4792,6909,Car,1074899,1169089,42.68,67326,1
4793,2674,Personal,1383088,2921704,40.66,34552,5
4794,203,Education,4903011,448055,39.31,61930,4
4795,4062,Car,2636149,497133,34.14,14386,1
4796,53,Personal,898588,3730694,5.55,62336,10
4797,749,Business,545137,3129109,18.6,36841,4
4798,1202,Car,1894102,3668186,12.35,81855,7
4799,2788,Home,1200397,2181677,21.65,70485,3
4800,8952,Education,3767686,3840123,45.83,12861,0
4801,3553,Car,4086097,2507204,30.7,46928,7
4802,9197,Home,3300796,1041669,4.2,58563,6
4803,2463,Car,2448401,1452111,14.93,58097,8
4804,8130,Personal,1794917,3345705,42.59,12918,11
4805,5429,Education,560819,2726219,18.77,74990,7
4806,963,Home,2761493,1170860,0.36,88633,10
4807,7523,Home,4558191,3178369,38.77,86614,6
4808,3256,Business,857994,2336868,7.03,21574,6
4809,8351,Education,853404,1928114,6.1,50644,9
4810,2500,Car,3153519,3450829,30.84,63538,10
4811,101,Personal,110899,483900,28.45,63467,0
4812,3839,Car,880849,51248,18.05,77866,5
4813,6317,Personal,1872185,2447378,10.38,53217,8
4814,7277,Business,2426262,2694550,5.18,24416,6
4815,1827,Home,1110666,1042825,6.08,43334,11
4816,1397,Personal,2816712,3838208,36.79,73668,4
4817,1254,Home,3892079,3841057,45.01,65762,0
4818,3777,Home,1937228,1634703,28.1,29780,9
4819,3971,Car,1675956,1689605,32.29,10009,5
4820,9850,Personal,545004,2687327,48.66,81177,10
4821,7684,Personal,927364,1033750,0.78,81575,3
4822,117,Home,3049465,122184,7.8,45963,2
4823,4976,Personal,1449242,2764255,23.51,20049,4
4824,5817,Education,1717953,2028687,4.4,40282,11
4825,535,Business,3759411,2039239,13.09,16595,0
4826,2408,Education,3611946,1008743,19.39,53707,10
4827,2967,Car,2794989,2206762,35.3,90662,6
4828,591,Car,4371536,3255159,6.61,35606,10
4829,6221,Education,1839959,650212,30.08,43238,2
4830,2817,Business,1259731,1429773,2.59,92570,5
4831,8728,Personal,2033582,120380,22.36,41590,6
4832,6572,Business,3200841,2218118,4.93,35921,10
4833,498,Business,4477005,2416234,24.91,37465,3
4834,2413,Personal,427163,1140196,20.78,32639,6
4835,3789,Personal,1739508,2573288,18.98,25812,9
4836,9126,Personal,4082368,1243311,40.62,24091,11
4837,4280,Personal,3360165,2971348,25.81,75425,7
4838,2334,Home,2463963,1869116,13.59,44011,9
4839,1001,Education,4852856,794893,40.64,2135,10
4840,5957,Home,112412,204597,26.04,35488,8
4841,3958,Education,4335359,1906253,48.78,24620,8
4842,5879,Education,453778,283473,24.76,42328,6
4843,2768,Education,3551244,1732574,41.26,62941,0
4844,1650,Business,3446901,1370823,0.07,15607,11
4845,9030,Education,2734399,782008,12.56,89397,4
4846,3199,Personal,4096138,1454501,1.48,68803,9
4847,6726,Business,4840327,3572354,27.4,26755,0
4848,1994,Business,2786740,918286,23.65,47608,0
4849,1759,Home,1639495,1480794,37.92,89306,1
4850,2694,Car,4214246,2619784,5.64,51178,2
4851,4857,Business,1309115,587344,41.52,67888,8
4852,820,Personal,572977,1394197,3.61,88780,2
4853,9556,Business,2383659,3166186,42.24,10180,3
4854,4835,Home,3164398,2482854,27.56,6293,2
4855,9631,Business,1431001,156705,4.56,36144,1
4856,2301,Car,1791720,2420756,1.55,15129,10
4857,974,Education,3800917,992744,39.89,23483,3
4858,3408,Business,1726780,205917,15.86,53470,9
4859,9795,Home,1086119,3735954,47.26,71718,8
4860,8681,Car,2015986,1575247,49.38,59419,5
4861,4876,Education,999028,3280239,40.11,46241,0
